ID_Venda,Data_Venda,Produto,Categoria,Preço_Unitário,Quantidade,Método_Pagamento,Região,Canal_Venda,Tipo_Cliente,Valor_Total
1031,2023-02-12 22:00:00,Tablet,Eletrônicos,3616.77,1,PayPal,Sudeste,Marketplace,Novo,3616.77
1032,2023-02-12 23:00:00,Impressora,Periféricos,3937.4,8,Cartão de Crédito,Sudeste,Marketplace,Recorrente,31499.2
1033,2023-02-13 00:00:00,Câmera,Eletrônicos,1535.17,6,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,9211.02
1034,2023-02-13 01:00:00,Monitor,Impressoras,2832.59,5,PayPal,Centro-Oeste,Marketplace,Recorrente,14162.95
1035,2023-02-13 02:00:00,Smartphone,Acessórios,2860.78,6,PayPal,Nordeste,Website,Recorrente,17164.68
1036,2023-02-13 03:00:00,Mouse,Acessórios,2022.09,3,Boleto Bancário,Nordeste,Redes Sociais,Recorrente,6066.2699999999995
1037,2023-02-13 04:00:00,Smartphone,Impressoras,3468.19,8,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,27745.52
1038,2023-02-13 05:00:00,Impressora,Fotografia,347.18,10,Cartão de Crédito,Norte,Website,Recorrente,3471.8
1039,2023-02-13 06:00:00,Mouse,Fotografia,4078.4,9,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,36705.6
1040,2023-02-13 07:00:00,Notebook,Impressoras,2408.87,6,Boleto Bancário,Nordeste,Marketplace,Recorrente,14453.22
1041,2023-02-13 08:00:00,Tablet,Impressoras,3167.82,3,Pix,Centro-Oeste,Marketplace,Recorrente,9503.460000000001
1042,2023-02-13 09:00:00,Teclado,Impressoras,2276.78,5,PayPal,Centro-Oeste,Website,Novo,11383.900000000001
1043,2023-02-13 10:00:00,Tablet,Impressoras,1706.55,1,Boleto Bancário,Nordeste,Marketplace,Novo,1706.55
1044,2023-02-13 11:00:00,Smartphone,Impressoras,1836.76,2,Pix,Sudeste,Marketplace,Novo,3673.52
1045,2023-02-13 12:00:00,Mouse,Impressoras,2823.73,4,Cartão de Crédito,Centro-Oeste,Marketplace,Novo,11294.92
1046,2023-02-13 13:00:00,Smartwatch,Acessórios,4662.63,3,Cartão de Crédito,Centro-Oeste,Redes Sociais,Recorrente,13987.89
1047,2023-02-13 14:00:00,Monitor,Eletrônicos,1325.69,3,Pix,Centro-Oeste,Website,Recorrente,3977.07
1048,2023-02-13 15:00:00,Câmera,Fotografia,148.18,4,Cartão de Crédito,Norte,Redes Sociais,Recorrente,592.72
1049,2023-02-13 16:00:00,Teclado,Eletrônicos,650.13,5,Boleto Bancário,Norte,Website,Recorrente,3250.65
1050,2023-02-13 17:00:00,Smartphone,Acessórios,4343.47,3,Cartão de Crédito,Nordeste,Marketplace,Recorrente,13030.41
1051,2023-02-13 18:00:00,Monitor,Periféricos,4817.43,4,Boleto Bancário,Sudeste,Redes Sociais,Recorrente,19269.72
1052,2023-02-13 19:00:00,Impressora,Eletrônicos,1034.84,3,Boleto Bancário,Centro-Oeste,Website,Recorrente,3104.5199999999995
1053,2023-02-13 20:00:00,Teclado,Periféricos,2900.68,2,Boleto Bancário,Norte,Redes Sociais,Recorrente,5801.36
1054,2023-02-13 21:00:00,Monitor,Acessórios,3263.2,7,Cartão de Crédito,Sudeste,Redes Sociais,Recorrente,22842.399999999998
1055,2023-02-13 22:00:00,Mouse,Fotografia,913.97,2,Boleto Bancário,Sul,Marketplace,Novo,1827.94
1056,2023-02-13 23:00:00,Impressora,Periféricos,3912.53,2,Boleto Bancário,Nordeste,Website,Novo,7825.06
1057,2023-02-14 00:00:00,Notebook,Acessórios,1807.79,1,Boleto Bancário,Sul,Website,Recorrente,1807.79
1058,2023-02-14 01:00:00,Câmera,Impressoras,3382.3,8,Cartão de Crédito,Sul,Website,Recorrente,27058.4
1059,2023-02-14 02:00:00,Smartphone,Fotografia,2463.09,7,Pix,Centro-Oeste,Redes Sociais,Novo,17241.63
1060,2023-02-14 03:00:00,Headphone,Impressoras,3695.8,1,Pix,Nordeste,Website,Novo,3695.8
1061,2023-02-14 04:00:00,Smartwatch,Fotografia,4453.68,4,PayPal,Sudeste,Website,Recorrente,17814.72
1062,2023-02-14 05:00:00,Headphone,Fotografia,1936.3,2,Boleto Bancário,Sul,Redes Sociais,Recorrente,3872.6
1063,2023-02-14 06:00:00,Smartphone,Eletrônicos,1468.29,1,Boleto Bancário,Norte,Website,Novo,1468.29
1064,2023-02-14 07:00:00,Teclado,Fotografia,3176.98,9,Boleto Bancário,Nordeste,Redes Sociais,Recorrente,28592.82
1065,2023-02-14 08:00:00,Smartphone,Eletrônicos,767.0,10,Pix,Centro-Oeste,Marketplace,Recorrente,7670.0
1066,2023-02-14 09:00:00,Smartphone,Periféricos,879.5,1,Boleto Bancário,Sul,Marketplace,Novo,879.5
1067,2023-02-14 10:00:00,Mouse,Fotografia,4048.2,8,Boleto Bancário,Sudeste,Marketplace,Recorrente,32385.6
1068,2023-02-14 11:00:00,Tablet,Periféricos,1720.07,2,PayPal,Sul,Marketplace,Novo,3440.14
1069,2023-02-14 12:00:00,Smartwatch,Fotografia,3174.8,5,PayPal,Nordeste,Marketplace,Novo,15874.0
1070,2023-02-14 13:00:00,Notebook,Eletrônicos,2879.61,1,Pix,Sudeste,Redes Sociais,Novo,2879.61
1071,2023-02-14 14:00:00,Notebook,Impressoras,4252.06,2,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,8504.12
1072,2023-02-14 15:00:00,Monitor,Fotografia,403.15,5,PayPal,Norte,Website,Novo,2015.75
1073,2023-02-14 16:00:00,Notebook,Acessórios,851.9,1,Pix,Nordeste,Redes Sociais,Novo,851.9
1074,2023-02-14 17:00:00,Smartwatch,Impressoras,1179.68,2,Cartão de Crédito,Norte,Redes Sociais,Recorrente,2359.36
1075,2023-02-14 18:00:00,Monitor,Eletrônicos,1618.55,2,PayPal,Sul,Redes Sociais,Recorrente,3237.1
1076,2023-02-14 19:00:00,Monitor,Acessórios,1492.21,10,Pix,Centro-Oeste,Marketplace,Novo,14922.1
1077,2023-02-14 20:00:00,Teclado,Periféricos,1373.99,4,Pix,Centro-Oeste,Website,Recorrente,5495.96
1078,2023-02-14 21:00:00,Tablet,Eletrônicos,3240.99,10,Boleto Bancário,Centro-Oeste,Website,Recorrente,32409.899999999998
1079,2023-02-14 22:00:00,Headphone,Impressoras,1392.68,4,Pix,Nordeste,Marketplace,Novo,5570.72
1080,2023-02-14 23:00:00,Impressora,Periféricos,2252.25,3,Pix,Norte,Marketplace,Novo,6756.75
1081,2023-02-15 00:00:00,Teclado,Periféricos,4320.89,6,Pix,Nordeste,Website,Recorrente,25925.340000000004
1082,2023-02-15 01:00:00,Câmera,Eletrônicos,1847.67,1,Pix,Centro-Oeste,Website,Recorrente,1847.67
1083,2023-02-15 02:00:00,Tablet,Impressoras,2955.25,2,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,5910.5
1084,2023-02-15 03:00:00,Tablet,Eletrônicos,4829.35,3,Pix,Sul,Redes Sociais,Recorrente,14488.050000000001
1085,2023-02-15 04:00:00,Tablet,Acessórios,2099.25,5,Cartão de Crédito,Sudeste,Redes Sociais,Recorrente,10496.25
1086,2023-02-15 05:00:00,Smartphone,Acessórios,960.24,10,Pix,Norte,Website,Novo,9602.4
1087,2023-02-15 06:00:00,Câmera,Fotografia,164.35,6,Pix,Norte,Marketplace,Novo,986.0999999999999
1088,2023-02-15 07:00:00,Teclado,Periféricos,3652.47,6,Cartão de Crédito,Centro-Oeste,Redes Sociais,Recorrente,21914.82
1089,2023-02-15 08:00:00,Câmera,Fotografia,3327.01,3,PayPal,Norte,Redes Sociais,Recorrente,9981.03
1090,2023-02-15 09:00:00,Headphone,Impressoras,4705.16,9,Boleto Bancário,Sudeste,Website,Recorrente,42346.44
1091,2023-02-15 10:00:00,Mouse,Acessórios,3518.45,10,Boleto Bancário,Nordeste,Marketplace,Recorrente,35184.5
1092,2023-02-15 11:00:00,Câmera,Fotografia,446.32,4,PayPal,Nordeste,Redes Sociais,Novo,1785.28
1093,2023-02-15 12:00:00,Tablet,Acessórios,876.21,9,Pix,Norte,Redes Sociais,Recorrente,7885.89
1094,2023-02-15 13:00:00,Headphone,Acessórios,559.9,10,Pix,Centro-Oeste,Marketplace,Novo,5599.0
1095,2023-02-15 14:00:00,Mouse,Acessórios,365.77,2,PayPal,Centro-Oeste,Marketplace,Recorrente,731.54
1096,2023-02-15 15:00:00,Smartwatch,Eletrônicos,4399.52,2,Pix,Sudeste,Marketplace,Novo,8799.04
1097,2023-02-15 16:00:00,Mouse,Fotografia,2764.75,10,PayPal,Sudeste,Website,Novo,27647.5
1098,2023-02-15 17:00:00,Smartwatch,Periféricos,180.51,1,Pix,Nordeste,Website,Recorrente,180.51
1099,2023-02-15 18:00:00,Notebook,Fotografia,2015.21,9,Pix,Sul,Redes Sociais,Recorrente,18136.89
1100,2023-02-15 19:00:00,Mouse,Periféricos,3836.73,4,Cartão de Crédito,Nordeste,Marketplace,Recorrente,15346.92
1101,2023-02-15 20:00:00,Smartwatch,Fotografia,462.09,4,PayPal,Sul,Redes Sociais,Novo,1848.36
1102,2023-02-15 21:00:00,Impressora,Fotografia,1349.14,5,Boleto Bancário,Norte,Redes Sociais,Novo,6745.700000000001
1103,2023-02-15 22:00:00,Tablet,Acessórios,818.61,3,Pix,Centro-Oeste,Redes Sociais,Recorrente,2455.83
1104,2023-02-15 23:00:00,Smartphone,Periféricos,3291.42,9,Boleto Bancário,Norte,Website,Novo,29622.78
1105,2023-02-16 00:00:00,Mouse,Periféricos,4433.08,1,Boleto Bancário,Norte,Marketplace,Recorrente,4433.08
1106,2023-02-16 01:00:00,Monitor,Periféricos,1581.38,2,Boleto Bancário,Sul,Website,Recorrente,3162.76
1107,2023-02-16 02:00:00,Câmera,Fotografia,1274.61,4,Cartão de Crédito,Centro-Oeste,Website,Novo,5098.44
1108,2023-02-16 03:00:00,Smartwatch,Periféricos,1456.67,9,Cartão de Crédito,Nordeste,Redes Sociais,Recorrente,13110.03
1109,2023-02-16 04:00:00,Teclado,Fotografia,3151.08,8,PayPal,Centro-Oeste,Marketplace,Novo,25208.64
1110,2023-02-16 05:00:00,Smartwatch,Eletrônicos,699.82,6,Pix,Sudeste,Marketplace,Recorrente,4198.92
1111,2023-02-16 06:00:00,Mouse,Acessórios,4200.66,10,Pix,Centro-Oeste,Redes Sociais,Recorrente,42006.6
1112,2023-02-16 07:00:00,Smartwatch,Impressoras,191.43,3,Pix,Sudeste,Redes Sociais,Recorrente,574.29
1113,2023-02-16 08:00:00,Headphone,Eletrônicos,3334.57,8,Pix,Nordeste,Redes Sociais,Novo,26676.56
1114,2023-02-16 09:00:00,Teclado,Periféricos,4308.83,2,PayPal,Sudeste,Website,Novo,8617.66
1115,2023-02-16 10:00:00,Mouse,Acessórios,1659.75,3,Pix,Sul,Redes Sociais,Recorrente,4979.25
1116,2023-02-16 11:00:00,Smartphone,Acessórios,2406.97,6,Pix,Centro-Oeste,Website,Recorrente,14441.82
1117,2023-02-16 12:00:00,Headphone,Acessórios,4876.16,7,PayPal,Norte,Marketplace,Recorrente,34133.119999999995
1118,2023-02-16 13:00:00,Teclado,Acessórios,2725.89,7,Cartão de Crédito,Sudeste,Redes Sociais,Novo,19081.23
1119,2023-02-16 14:00:00,Câmera,Periféricos,1398.45,4,Pix,Sudeste,Marketplace,Recorrente,5593.8
1120,2023-02-16 15:00:00,Monitor,Acessórios,2251.98,9,Cartão de Crédito,Nordeste,Website,Recorrente,20267.82
1121,2023-02-16 16:00:00,Câmera,Impressoras,4849.23,4,Cartão de Crédito,Centro-Oeste,Marketplace,Novo,19396.92
1122,2023-02-16 17:00:00,Smartwatch,Impressoras,3503.23,7,Pix,Sudeste,Marketplace,Novo,24522.61
1123,2023-02-16 18:00:00,Smartwatch,Acessórios,926.33,2,Boleto Bancário,Nordeste,Redes Sociais,Recorrente,1852.66
1124,2023-02-16 19:00:00,Notebook,Fotografia,3008.04,6,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,18048.239999999998
1125,2023-02-16 20:00:00,Teclado,Periféricos,3173.69,2,Pix,Sudeste,Website,Recorrente,6347.38
1126,2023-02-16 21:00:00,Smartwatch,Impressoras,3197.46,8,PayPal,Sudeste,Marketplace,Novo,25579.68
1127,2023-02-16 22:00:00,Notebook,Impressoras,2841.72,2,PayPal,Centro-Oeste,Redes Sociais,Novo,5683.44
1128,2023-02-16 23:00:00,Câmera,Impressoras,2641.13,9,Pix,Sul,Redes Sociais,Recorrente,23770.170000000002
1129,2023-02-17 00:00:00,Notebook,Eletrônicos,3215.66,3,PayPal,Centro-Oeste,Website,Novo,9646.98
1130,2023-02-17 01:00:00,Câmera,Eletrônicos,1582.82,8,Cartão de Crédito,Centro-Oeste,Redes Sociais,Recorrente,12662.56
1131,2023-02-17 02:00:00,Mouse,Impressoras,1768.48,6,Pix,Norte,Marketplace,Recorrente,10610.880000000001
1132,2023-02-17 03:00:00,Smartwatch,Fotografia,2721.36,5,Pix,Norte,Website,Recorrente,13606.800000000001
1133,2023-02-17 04:00:00,Headphone,Periféricos,4033.3,9,Boleto Bancário,Sul,Redes Sociais,Recorrente,36299.700000000004
1134,2023-02-17 05:00:00,Câmera,Periféricos,2237.21,1,Boleto Bancário,Sudeste,Marketplace,Recorrente,2237.21
1135,2023-02-17 06:00:00,Monitor,Impressoras,1860.63,2,Pix,Centro-Oeste,Marketplace,Novo,3721.26
1136,2023-02-17 07:00:00,Headphone,Impressoras,1336.04,6,Cartão de Crédito,Sul,Website,Novo,8016.24
1137,2023-02-17 08:00:00,Headphone,Periféricos,1552.69,8,PayPal,Sul,Marketplace,Recorrente,12421.52
1138,2023-02-17 09:00:00,Câmera,Fotografia,50.46,2,Cartão de Crédito,Nordeste,Website,Novo,100.92
1139,2023-02-17 10:00:00,Smartwatch,Eletrônicos,4086.13,7,Boleto Bancário,Norte,Website,Novo,28602.91
1140,2023-02-17 11:00:00,Tablet,Eletrônicos,4247.34,5,PayPal,Sudeste,Marketplace,Novo,21236.7
1141,2023-02-17 12:00:00,Smartphone,Impressoras,1752.23,8,Pix,Centro-Oeste,Redes Sociais,Recorrente,14017.84
1142,2023-02-17 13:00:00,Notebook,Periféricos,2372.53,10,Boleto Bancário,Sul,Website,Recorrente,23725.300000000003
1143,2023-02-17 14:00:00,Smartwatch,Eletrônicos,91.17,5,PayPal,Sudeste,Marketplace,Novo,455.85
1144,2023-02-17 15:00:00,Mouse,Fotografia,4614.34,8,Boleto Bancário,Nordeste,Marketplace,Recorrente,36914.72
1145,2023-02-17 16:00:00,Notebook,Impressoras,4737.44,4,Boleto Bancário,Centro-Oeste,Marketplace,Novo,18949.76
1146,2023-02-17 17:00:00,Câmera,Acessórios,2411.48,9,Cartão de Crédito,Sul,Redes Sociais,Recorrente,21703.32
1147,2023-02-17 18:00:00,Monitor,Impressoras,95.21,7,Cartão de Crédito,Nordeste,Redes Sociais,Novo,666.4699999999999
1148,2023-02-17 19:00:00,Tablet,Acessórios,2180.65,5,Cartão de Crédito,Nordeste,Marketplace,Recorrente,10903.25
1149,2023-02-17 20:00:00,Smartphone,Impressoras,1499.97,7,Pix,Nordeste,Website,Novo,10499.79
1150,2023-02-17 21:00:00,Smartwatch,Periféricos,1194.52,4,Pix,Sudeste,Website,Recorrente,4778.08
1151,2023-02-17 22:00:00,Monitor,Periféricos,85.73,2,Cartão de Crédito,Centro-Oeste,Website,Recorrente,171.46
1152,2023-02-17 23:00:00,Teclado,Periféricos,1899.54,8,Boleto Bancário,Centro-Oeste,Website,Recorrente,15196.32
1153,2023-02-18 00:00:00,Tablet,Periféricos,2088.09,6,Pix,Norte,Redes Sociais,Novo,12528.54
1154,2023-02-18 01:00:00,Headphone,Fotografia,2824.74,3,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,8474.22
1155,2023-02-18 02:00:00,Tablet,Fotografia,2004.02,1,Pix,Sul,Website,Recorrente,2004.02
1156,2023-02-18 03:00:00,Impressora,Acessórios,858.18,8,PayPal,Norte,Website,Novo,6865.44
1157,2023-02-18 04:00:00,Monitor,Fotografia,3698.73,2,PayPal,Nordeste,Redes Sociais,Recorrente,7397.46
1158,2023-02-18 05:00:00,Impressora,Impressoras,1979.13,7,Pix,Centro-Oeste,Marketplace,Novo,13853.91
1159,2023-02-18 06:00:00,Impressora,Periféricos,1922.87,8,PayPal,Norte,Redes Sociais,Recorrente,15382.96
1160,2023-02-18 07:00:00,Smartwatch,Eletrônicos,1351.75,9,Pix,Sul,Redes Sociais,Novo,12165.75
1161,2023-02-18 08:00:00,Tablet,Eletrônicos,2140.08,2,Cartão de Crédito,Sul,Redes Sociais,Recorrente,4280.16
1162,2023-02-18 09:00:00,Smartwatch,Eletrônicos,1235.83,2,Cartão de Crédito,Centro-Oeste,Marketplace,Novo,2471.66
1163,2023-02-18 10:00:00,Mouse,Impressoras,3834.46,3,PayPal,Sul,Redes Sociais,Novo,11503.380000000001
1164,2023-02-18 11:00:00,Smartwatch,Eletrônicos,4554.27,7,Boleto Bancário,Nordeste,Marketplace,Novo,31879.890000000003
1165,2023-02-18 12:00:00,Monitor,Eletrônicos,4047.5,7,PayPal,Norte,Redes Sociais,Recorrente,28332.5
1166,2023-02-18 13:00:00,Smartphone,Acessórios,3438.97,10,Boleto Bancário,Sul,Redes Sociais,Recorrente,34389.7
1167,2023-02-18 14:00:00,Mouse,Impressoras,1459.15,2,Pix,Centro-Oeste,Marketplace,Recorrente,2918.3
1168,2023-02-18 15:00:00,Smartphone,Impressoras,3727.49,3,PayPal,Centro-Oeste,Redes Sociais,Novo,11182.47
1169,2023-02-18 16:00:00,Tablet,Eletrônicos,4053.6,2,Cartão de Crédito,Sudeste,Marketplace,Recorrente,8107.2
1170,2023-02-18 17:00:00,Headphone,Impressoras,2093.87,6,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,12563.22
1171,2023-02-18 18:00:00,Teclado,Acessórios,4274.74,4,Pix,Norte,Redes Sociais,Recorrente,17098.96
1172,2023-02-18 19:00:00,Impressora,Acessórios,952.92,6,Cartão de Crédito,Nordeste,Website,Recorrente,5717.5199999999995
1173,2023-02-18 20:00:00,Monitor,Periféricos,1483.5,4,Cartão de Crédito,Norte,Marketplace,Novo,5934.0
1174,2023-02-18 21:00:00,Smartphone,Acessórios,3202.62,10,Cartão de Crédito,Sul,Marketplace,Novo,32026.199999999997
1175,2023-02-18 22:00:00,Teclado,Periféricos,3107.76,7,Pix,Nordeste,Marketplace,Novo,21754.32
1176,2023-02-18 23:00:00,Notebook,Eletrônicos,1397.06,2,Pix,Nordeste,Marketplace,Recorrente,2794.12
1177,2023-02-19 00:00:00,Smartwatch,Periféricos,3132.63,4,PayPal,Sudeste,Marketplace,Novo,12530.52
1178,2023-02-19 01:00:00,Impressora,Periféricos,979.56,7,Pix,Sul,Website,Novo,6856.92
1179,2023-02-19 02:00:00,Smartphone,Eletrônicos,146.01,8,Boleto Bancário,Norte,Marketplace,Recorrente,1168.08
1180,2023-02-19 03:00:00,Mouse,Periféricos,295.68,5,Boleto Bancário,Nordeste,Redes Sociais,Novo,1478.4
1181,2023-02-19 04:00:00,Monitor,Acessórios,2698.11,10,PayPal,Centro-Oeste,Marketplace,Recorrente,26981.100000000002
1182,2023-02-19 05:00:00,Smartwatch,Eletrônicos,970.39,10,Boleto Bancário,Norte,Website,Recorrente,9703.9
1183,2023-02-19 06:00:00,Câmera,Impressoras,556.25,5,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,2781.25
1184,2023-02-19 07:00:00,Teclado,Periféricos,1382.52,7,Boleto Bancário,Nordeste,Redes Sociais,Recorrente,9677.64
1185,2023-02-19 08:00:00,Monitor,Acessórios,3590.22,6,Pix,Centro-Oeste,Website,Recorrente,21541.32
1186,2023-02-19 09:00:00,Smartphone,Impressoras,3649.18,8,Boleto Bancário,Nordeste,Redes Sociais,Novo,29193.44
1187,2023-02-19 10:00:00,Headphone,Eletrônicos,1202.41,10,Cartão de Crédito,Nordeste,Marketplace,Novo,12024.1
1188,2023-02-19 11:00:00,Mouse,Eletrônicos,795.88,7,Pix,Nordeste,Marketplace,Recorrente,5571.16
1189,2023-02-19 12:00:00,Notebook,Eletrônicos,2493.22,8,Boleto Bancário,Nordeste,Marketplace,Novo,19945.76
1190,2023-02-19 13:00:00,Câmera,Acessórios,1742.47,9,Boleto Bancário,Nordeste,Website,Novo,15682.23
1191,2023-02-19 14:00:00,Impressora,Impressoras,1592.3,5,Boleto Bancário,Sudeste,Redes Sociais,Recorrente,7961.5
1192,2023-02-19 15:00:00,Monitor,Eletrônicos,4007.34,3,Cartão de Crédito,Norte,Redes Sociais,Novo,12022.02
1193,2023-02-19 16:00:00,Câmera,Acessórios,4989.92,8,Boleto Bancário,Sudeste,Website,Recorrente,39919.36
1194,2023-02-19 17:00:00,Headphone,Fotografia,2345.24,2,Boleto Bancário,Nordeste,Redes Sociais,Recorrente,4690.48
1195,2023-02-19 18:00:00,Smartphone,Acessórios,3967.55,2,PayPal,Sudeste,Marketplace,Novo,7935.1
1196,2023-02-19 19:00:00,Mouse,Fotografia,1684.73,5,Pix,Sul,Redes Sociais,Recorrente,8423.65
1197,2023-02-19 20:00:00,Smartwatch,Impressoras,4225.55,8,Pix,Norte,Marketplace,Recorrente,33804.4
1198,2023-02-19 21:00:00,Teclado,Eletrônicos,4760.64,8,Cartão de Crédito,Centro-Oeste,Website,Novo,38085.12
1199,2023-02-19 22:00:00,Smartphone,Eletrônicos,327.39,4,Boleto Bancário,Sul,Website,Recorrente,1309.56
1200,2023-02-19 23:00:00,Tablet,Periféricos,3889.48,3,Cartão de Crédito,Norte,Redes Sociais,Recorrente,11668.44
1201,2023-02-20 00:00:00,Notebook,Eletrônicos,403.35,1,PayPal,Norte,Redes Sociais,Novo,403.35
1202,2023-02-20 01:00:00,Notebook,Impressoras,2377.23,2,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,4754.46
1203,2023-02-20 02:00:00,Smartwatch,Acessórios,1001.35,1,Pix,Sul,Marketplace,Recorrente,1001.35
1204,2023-02-20 03:00:00,Mouse,Impressoras,4215.62,2,Cartão de Crédito,Norte,Marketplace,Recorrente,8431.24
1205,2023-02-20 04:00:00,Smartphone,Eletrônicos,4095.39,8,PayPal,Norte,Marketplace,Novo,32763.12
1206,2023-02-20 05:00:00,Smartphone,Acessórios,4149.85,1,Cartão de Crédito,Norte,Marketplace,Recorrente,4149.85
1207,2023-02-20 06:00:00,Headphone,Impressoras,653.71,3,PayPal,Centro-Oeste,Redes Sociais,Recorrente,1961.13
1208,2023-02-20 07:00:00,Impressora,Eletrônicos,3852.32,7,Cartão de Crédito,Sudeste,Marketplace,Novo,26966.24
1209,2023-02-20 08:00:00,Tablet,Eletrônicos,1282.36,10,Boleto Bancário,Nordeste,Website,Novo,12823.599999999999
1210,2023-02-20 09:00:00,Teclado,Eletrônicos,3867.57,6,Pix,Sul,Website,Recorrente,23205.420000000002
1211,2023-02-20 10:00:00,Mouse,Periféricos,2242.66,3,Pix,Nordeste,Redes Sociais,Novo,6727.98
1212,2023-02-20 11:00:00,Monitor,Periféricos,3701.21,5,Cartão de Crédito,Sudeste,Redes Sociais,Novo,18506.05
1213,2023-02-20 12:00:00,Impressora,Periféricos,215.88,10,Cartão de Crédito,Nordeste,Website,Novo,2158.8
1214,2023-02-20 13:00:00,Teclado,Acessórios,2331.13,10,Cartão de Crédito,Norte,Redes Sociais,Recorrente,23311.300000000003
1215,2023-02-20 14:00:00,Câmera,Impressoras,3866.43,2,PayPal,Nordeste,Marketplace,Recorrente,7732.86
1216,2023-02-20 15:00:00,Tablet,Acessórios,2629.64,2,Cartão de Crédito,Sudeste,Redes Sociais,Recorrente,5259.28
1217,2023-02-20 16:00:00,Teclado,Acessórios,4911.47,9,Cartão de Crédito,Sudeste,Marketplace,Novo,44203.23
1218,2023-02-20 17:00:00,Smartphone,Eletrônicos,2390.49,8,Cartão de Crédito,Sudeste,Marketplace,Recorrente,19123.92
1219,2023-02-20 18:00:00,Mouse,Fotografia,3423.14,8,Boleto Bancário,Centro-Oeste,Website,Recorrente,27385.12
1220,2023-02-20 19:00:00,Câmera,Fotografia,1594.94,4,Cartão de Crédito,Sudeste,Marketplace,Novo,6379.76
1221,2023-02-20 20:00:00,Teclado,Eletrônicos,1649.16,5,Pix,Centro-Oeste,Redes Sociais,Recorrente,8245.800000000001
1222,2023-02-20 21:00:00,Smartwatch,Fotografia,3164.36,8,PayPal,Norte,Redes Sociais,Recorrente,25314.88
1223,2023-02-20 22:00:00,Notebook,Acessórios,258.82,8,Pix,Sudeste,Marketplace,Recorrente,2070.56
1224,2023-02-20 23:00:00,Monitor,Impressoras,4690.23,9,Pix,Centro-Oeste,Website,Novo,42212.06999999999
1225,2023-02-21 00:00:00,Headphone,Periféricos,2628.58,5,PayPal,Norte,Marketplace,Recorrente,13142.9
1226,2023-02-21 01:00:00,Mouse,Acessórios,1303.9,9,Pix,Nordeste,Redes Sociais,Novo,11735.1
1227,2023-02-21 02:00:00,Mouse,Acessórios,3210.67,6,PayPal,Centro-Oeste,Website,Recorrente,19264.02
1228,2023-02-21 03:00:00,Headphone,Impressoras,1033.68,9,PayPal,Sudeste,Marketplace,Recorrente,9303.12
1229,2023-02-21 04:00:00,Monitor,Fotografia,4443.22,9,PayPal,Sudeste,Redes Sociais,Novo,39988.98
1230,2023-02-21 05:00:00,Smartphone,Impressoras,4325.11,1,PayPal,Norte,Website,Novo,4325.11
1231,2023-02-21 06:00:00,Monitor,Acessórios,1128.05,1,Boleto Bancário,Norte,Website,Novo,1128.05
1232,2023-02-21 07:00:00,Impressora,Eletrônicos,609.0,7,PayPal,Sudeste,Marketplace,Recorrente,4263.0
1233,2023-02-21 08:00:00,Monitor,Eletrônicos,3182.9,2,Pix,Sul,Website,Novo,6365.8
1234,2023-02-21 09:00:00,Notebook,Acessórios,1656.34,7,Pix,Norte,Website,Novo,11594.38
1235,2023-02-21 10:00:00,Teclado,Eletrônicos,878.43,8,Cartão de Crédito,Sul,Website,Novo,7027.44
1236,2023-02-21 11:00:00,Smartwatch,Fotografia,1416.7,6,PayPal,Norte,Redes Sociais,Novo,8500.2
1237,2023-02-21 12:00:00,Headphone,Impressoras,642.27,7,PayPal,Nordeste,Marketplace,Novo,4495.889999999999
1238,2023-02-21 13:00:00,Smartphone,Periféricos,3956.26,8,Cartão de Crédito,Sul,Website,Novo,31650.08
1239,2023-02-21 14:00:00,Mouse,Impressoras,94.2,8,Cartão de Crédito,Sul,Website,Novo,753.6
1240,2023-02-21 15:00:00,Smartphone,Periféricos,257.87,1,Pix,Sul,Redes Sociais,Novo,257.87
1241,2023-02-21 16:00:00,Headphone,Acessórios,3928.2,1,Pix,Centro-Oeste,Marketplace,Recorrente,3928.2
1242,2023-02-21 17:00:00,Câmera,Acessórios,2402.59,3,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,7207.77
1243,2023-02-21 18:00:00,Notebook,Periféricos,3001.25,9,Cartão de Crédito,Sudeste,Marketplace,Recorrente,27011.25
1244,2023-02-21 19:00:00,Notebook,Eletrônicos,1888.42,5,Cartão de Crédito,Nordeste,Marketplace,Novo,9442.1
1245,2023-02-21 20:00:00,Monitor,Acessórios,492.93,3,PayPal,Norte,Website,Recorrente,1478.79
1246,2023-02-21 21:00:00,Headphone,Fotografia,830.61,8,Boleto Bancário,Sul,Marketplace,Recorrente,6644.88
1247,2023-02-21 22:00:00,Tablet,Fotografia,502.44,7,PayPal,Sudeste,Redes Sociais,Novo,3517.08
1248,2023-02-21 23:00:00,Câmera,Fotografia,3112.29,3,Pix,Sudeste,Marketplace,Recorrente,9336.869999999999
